"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"02-01","","10","4280","2043","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","841","187","428"
"02-01","","10","4280","2043","1","5","State Senator, Dist 1","","14","(L) ARIANOFF, Kimberly A.","","C","127","27","85"
"02-01","","10","4280","2043","1","5","State Senator, Dist 1","","15","(D) KAHELE, Kaialii","","C","897","206","504"
"02-01","","10","4280","2043","1","13","State Representative, Dist 2","","30","(R) MANIPOL-LARSON, Grace","","C","161","37","113"
"02-01","","10","4280","2043","1","13","State Representative, Dist 2","","31","(D) TODD, Christopher L.T.","","C","872","204","477"
"02-01","","10","4280","2043","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","214","54","170"
"02-01","","10","4280","2043","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","342","106","251"
"02-01","","10","4280","2043","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","262","86","189"
"02-01","","10","4280","2043","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","354","83","247"
"02-01","","10","4280","2043","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","260","67","182"
"02-01","","10","4280","2043","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","280","68","211"
"02-01","","10","4280","2043","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","281","67","138"
"02-01","","10","4280","2043","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","280","63","126"
"02-01","","10","4280","2043","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","302","92","238"
"02-01","","10","4280","2043","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","451","115","242"
"02-01","","10","4280","2043","1","50","Constitutional Convention","","121","YES","","C","269","51","174"
"02-01","","10","4280","2043","1","50","Constitutional Convention","","122","NO","","C","776","190","422"
"02-01","","10","4280","2043","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","281","53","223"
"02-01","","10","4280","2043","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","715","162","311"
"02-01","","10","4280","2043","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","125","YES","","C","802","175","452"
"02-01","","10","4280","2043","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","126","NO","","C","217","58","130"
"02-01","","10","4280","2043","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","127","YES","","C","771","170","446"
"02-01","","10","4280","2043","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","128","NO","","C","226","62","126"
"02-02","","11","1953","770","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","71","27","72"
"02-02","","11","1953","770","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","287","64","235"
"02-02","","11","1953","770","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","276","67","246"
"02-02","","11","1953","770","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","71","24","57"
"02-02","","11","1953","770","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","8","5","11"
"02-02","","11","1953","770","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","90","26","112"
"02-02","","11","1953","770","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","2","1","4"
"02-02","","11","1953","770","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","256","60","177"
"02-02","","11","1953","770","1","5","State Senator, Dist 1","","14","(L) ARIANOFF, Kimberly A.","","C","55","20","43"
"02-02","","11","1953","770","1","5","State Senator, Dist 1","","15","(D) KAHELE, Kaialii","","C","279","67","247"
"02-02","","11","1953","770","1","13","State Representative, Dist 2","","30","(R) MANIPOL-LARSON, Grace","","C","67","26","63"
"02-02","","11","1953","770","1","13","State Representative, Dist 2","","31","(D) TODD, Christopher L.T.","","C","274","63","224"
"02-02","","11","1953","770","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","81","13","111"
"02-02","","11","1953","770","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","122","53","119"
"02-02","","11","1953","770","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","92","27","105"
"02-02","","11","1953","770","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","124","38","121"
"02-02","","11","1953","770","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","98","34","90"
"02-02","","11","1953","770","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","87","31","95"
"02-02","","11","1953","770","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","94","24","89"
"02-02","","11","1953","770","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","80","22","59"
"02-02","","11","1953","770","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","105","31","124"
"02-02","","11","1953","770","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","155","44","103"
"02-02","","11","1953","770","1","50","Constitutional Convention","","121","YES","","C","86","11","79"
"02-02","","11","1953","770","1","50","Constitutional Convention","","122","NO","","C","262","76","214"
"02-02","","11","1953","770","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","101","14","99"
"02-02","","11","1953","770","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","223","64","175"
"02-02","","11","1953","770","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","125","YES","","C","252","61","227"
"02-02","","11","1953","770","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","126","NO","","C","69","24","59"
"02-02","","11","1953","770","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","127","YES","","C","256","56","238"
"02-02","","11","1953","770","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","128","NO","","C","59","28","48"
"02-03","","12","1560","765","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","46","15","61"
"02-03","","12","1560","765","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","223","65","335"
"02-03","","12","1560","765","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","231","60","342"
"02-03","","12","1560","765","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","28","18","53"
"02-03","","12","1560","765","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","5","1","7"
"02-03","","12","1560","765","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","99","26","181"
"02-03","","12","1560","765","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","5","0","6"
"02-03","","12","1560","765","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","157","54","208"
"02-03","","12","1560","765","1","5","State Senator, Dist 1","","14","(L) ARIANOFF, Kimberly A.","","C","29","11","40"
"02-03","","12","1560","765","1","5","State Senator, Dist 1","","15","(D) KAHELE, Kaialii","","C","231","66","352"
"02-03","","12","1560","765","1","13","State Representative, Dist 2","","30","(R) MANIPOL-LARSON, Grace","","C","39","17","74"
"02-03","","12","1560","765","1","13","State Representative, Dist 2","","31","(D) TODD, Christopher L.T.","","C","216","60","309"
"02-03","","12","1560","765","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","75","22","174"
"02-03","","12","1560","765","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","149","44","174"
"02-03","","12","1560","765","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","112","40","194"
"02-03","","12","1560","765","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","112","26","152"
"02-03","","12","1560","765","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","91","30","143"
"02-03","","12","1560","765","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","100","25","129"
"02-03","","12","1560","765","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","90","33","126"
"02-03","","12","1560","765","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","101","25","86"
"02-03","","12","1560","765","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","109","36","190"
"02-03","","12","1560","765","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","131","37","161"
"02-03","","12","1560","765","1","50","Constitutional Convention","","121","YES","","C","64","26","88"
"02-03","","12","1560","765","1","50","Constitutional Convention","","122","NO","","C","196","54","296"
"02-03","","12","1560","765","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","67","20","126"
"02-03","","12","1560","765","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","180","54","250"
"02-03","","12","1560","765","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","125","YES","","C","200","68","286"
"02-03","","12","1560","765","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","126","NO","","C","59","12","88"
"02-03","","12","1560","765","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","127","YES","","C","200","65","272"
"02-03","","12","1560","765","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","128","NO","","C","53","12","104"
"02-04","","13","5515","3061","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","306","73","233"
"02-04","","13","5515","3061","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","1416","253","694"
"02-04","","13","5515","3061","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","1410","258","732"
"02-04","","13","5515","3061","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","230","59","179"
"02-04","","13","5515","3061","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","18","5","31"
"02-04","","13","5515","3061","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","384","92","335"
"02-04","","13","5515","3061","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","22","1","13"
"02-04","","13","5515","3061","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","1307","232","551"
"02-04","","13","5515","3061","1","5","State Senator, Dist 1","","14","(L) ARIANOFF, Kimberly A.","","C","143","44","125"
"02-04","","13","5515","3061","1","5","State Senator, Dist 1","","15","(D) KAHELE, Kaialii","","C","1450","273","739"
"02-04","","13","5515","3061","1","13","State Representative, Dist 2","","30","(R) MANIPOL-LARSON, Grace","","C","215","65","219"
"02-04","","13","5515","3061","1","13","State Representative, Dist 2","","31","(D) TODD, Christopher L.T.","","C","1379","255","652"
"02-04","","13","5515","3061","1","32","Maui Resident Trustee","","69","KAPU, Ke'eaumoku","","C","282","85","319"
"02-04","","13","5515","3061","1","32","Maui Resident Trustee","","70","LINDSEY, Carmen Hulu","","C","575","125","355"
"02-04","","13","5515","3061","1","33","Oahu Resident Trustee","","71","KIA'AINA, Esther","","C","476","110","342"
"02-04","","13","5515","3061","1","33","Oahu Resident Trustee","","72","AKAKA, Kalei","","C","485","124","350"
"02-04","","13","5515","3061","1","34","At-Large Trustee","","73","AHU ISA, Lei (Leina'ala)","","C","433","105","278"
"02-04","","13","5515","3061","1","34","At-Large Trustee","","74","AKANA, Rowena Noelani","","C","379","92","260"
"02-04","","13","5515","3061","1","34","At-Large Trustee","","75","LEE, Brendon Kalei'aina","","C","450","105","239"
"02-04","","13","5515","3061","1","34","At-Large Trustee","","76","AILA, William J., Jr.","","C","413","97","207"
"02-04","","13","5515","3061","1","34","At-Large Trustee","","77","HANOHANO, Faye (Pua)","","C","421","100","350"
"02-04","","13","5515","3061","1","34","At-Large Trustee","","78","WAIHEE, John D., IV","","C","771","149","372"
"02-04","","13","5515","3061","1","50","Constitutional Convention","","121","YES","","C","266","65","207"
"02-04","","13","5515","3061","1","50","Constitutional Convention","","122","NO","","C","1343","251","674"
"02-04","","13","5515","3061","1","51","CON. AMEND.: Public Education and Investment Real Property","","123","YES","","C","337","55","250"
"02-04","","13","5515","3061","1","51","CON. AMEND.: Public Education and Investment Real Property","","124","NO","","C","1200","238","583"
"02-04","","13","5515","3061","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","125","YES","","C","1190","234","617"
"02-04","","13","5515","3061","1","52","HAWAI'I: Public Notice and Voting Requirements for the Salary Commission","","126","NO","","C","350","75","230"
"02-04","","13","5515","3061","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","127","YES","","C","1172","218","595"
"02-04","","13","5515","3061","1","53","HAWAI'I: Fiscal Impact Statements for Amendments to the Hawai'i County Charter","","128","NO","","C","335","84","248"
"02-05","","14","3417","2118","1","1","U.S. Senator","","1","(R) CURTIS, Ron","","C","205","55","95"
"02-05","","14","3417","2118","1","1","U.S. Senator","","2","(D) HIRONO, Mazie K.","","C","1033","216","469"
"02-05","","14","3417","2118","1","3","U.S. Representative, Dist II","","8","(D) GABBARD, Tulsi","","C","996","229","490"
"02-05","","14","3417","2118","1","3","U.S. Representative, Dist II","","9","(R) EVANS, Brian","","C","148","35","68"
"02-05","","14","3417","2118","1","4","Governor and Lieutenant Governor","","10","(G) BREWER / ING","","C","8","5","4"
"02-05","","14","3417","2118","1","4","Governor and Lieutenant Governor","","11","(R) TUPOLA / KERNS","","C","248","54","148"
"02-05","","14","3417","2118","1","4","Governor and Lieutenant Governor","","12","(N) TERUYA / ROBOTTI","","C","8","3","7"
"02-05","","14","3417","2118","1","4","Governor and Lieutenant Governor","","13","(D) IGE / GREEN","","C","962","210","414"
"02-05","","14","3417","2118","1","5","State Senator, Dist 1","","14","(L) ARIANOFF, Kimberly A.","","C","101","26","36"
"02-05","","14","3417","2118","1","5","State Senator, Dist 1","","15","(D) KAHELE, Kaialii","","C","1028","231","503"
"02-05","","14","3417","2118","1","13","State Representative, Dist 2","","30","(R) MANIPOL-LARSON, Grace","","C","137","34","77"
